"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"1136","5239-5",1449258010655,7,"subSuperTrial","distr22","jellyBeans","target",4,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",3,4,NA,"snack","popcorn","distrClass2",2,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"jelly beans","","1449258008382","jelly beans","False","False","False","jellyBeans",NA,NA,"","","","",""
"1138","5239-5",1449258028264,9,"subSuperTrial","distr33","tShirt","target",2,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"pig","distrClass3",3,4,NA,"animal","cow","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"blue","","1449258026485","blue","False","False","False","tShirt",NA,NA,"","","","",""
"1139","5239-5",1449258039319,10,"subSuperTrial","distr23","picnicTable","target",4,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"cookies","distrClass3",2,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass2",3,3,NA,"furniture",1,1,0,"picnic table","","1449258034464","picnic table","False","False","False","picnicTable",NA,NA,"","","","",""
"1143","5239-5",1449258086250,14,"subSuperTrial","distr12","swordFish","target",3,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cow","distrClass2",2,2,NA,"animal","discusFish","distrClass1",4,4,"fish","animal",1,1,0,"swordfish","","1449258083911","swordfish","False","False","False","swordFish",NA,NA,"","","","",""
"1150","5239-5",1449258150376,21,"subSuperTrial","distr33","rose","target",2,4,"flower","plant","dress","distrClass3",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chick","distrClass3",3,3,NA,"animal",1,1,0,"red flower","","1449258147546","red flower","False","False","False","rose",NA,NA,"","","","",""
"1151","5239-5",1449258157605,22,"subSuperTrial","distr33","hawaiiShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass3",4,2,NA,"animal",1,1,0,"blue shirt","","1449258154918","blue shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1152","5239-5",1449258163946,23,"subSuperTrial","distr12","parrot","target",3,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"sparrow","distrClass1",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"squirrel","distrClass2",4,3,NA,"animal",1,1,0,"parrot","","1449258161893","parrot","False","False","True","parrot",NA,NA,"","","","",""
"1153","5239-5",1449258175130,24,"subSuperTrial","distr23","polarBear","target",4,4,"bear","animal","chick","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass3",3,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"polo bear","","1449258171803","polo bear","False","False","False","polarBear",NA,NA,"","","","",""
"1155","5239-5",1449258193126,26,"subSuperTrial","distr22","gummyBears","target",4,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"chips","distrClass2",2,4,NA,"snack","cookies","distrClass2",3,3,NA,"snack",1,1,0,"gummies","","1449258190815","gummies","False","False","False","gummyBears",NA,NA,"","","","",""
"1157","5239-5",1449258234493,28,"subSuperTrial","distr12","coffeeTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass2",3,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"sideTable","distrClass1",4,4,"table","furniture",5,4,1,"coffee table___small one___short and stout___yes","the table with a shelf underneath?","1449258207744___1449258210968___1449258229073___1449258229217___1449258232575","coffee table","False","False","False","coffeeTable",NA,NA,"","","","",""
"1159","5239-5",1449258257661,30,"subSuperTrial","distr22","sunflower","target",4,3,"flower","plant","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass2",2,2,NA,"plant","pottedPlant","distrClass2",3,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"sunflower","","1449258255296","sunflower","False","False","True","sunflower",NA,NA,"","","","",""
"1165","5239-5",1449258312340,36,"subSuperTrial","distr12","convertible","target",3,2,"car","vehicle","sedan","distrClass1",2,4,"car","vehicle","firetruck","distrClass2",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"silver one","","1449258307938","silver one","False","False","False","convertible",NA,NA,"","","","",""
"1166","5239-5",1449258319285,37,"subSuperTrial","distr12","pug","target",3,4,"dog","animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",2,3,NA,"animal",1,1,0,"pug","","1449258316868","pug","False","False","True","pug",NA,NA,"","","","",""
"1167","5239-5",1449258327176,38,"subSuperTrial","distr33","clownFish","target",3,4,"fish","animal","blackStimulus",NA,1,1,NA,NA,"train","distrClass3",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"bed","distrClass3",2,3,NA,"furniture",1,1,0,"clownfish","","1449258324785","clownfish","False","False","False","clownFish",NA,NA,"","","","",""
"1168","5239-5",1449258333990,39,"subSuperTrial","distr33","catfish","target",3,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass3",2,4,NA,"vehicle","bed","distrClass3",4,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,2,2,0,"fish___scary guy","","1449258330896___1449258333806","fish","False","False","False","catfish",NA,NA,"","","","",""
"1170","5239-5",1449258354865,41,"subSuperTrial","distr33","mnMs","target",3,3,"candy","snack","rosemary","distrClass3",4,4,NA,"plant","elephant","distrClass3",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,2,1,1,"m&m's","he was a little scary","1449258346502___1449258353053","m&m's","False","False","False","mnMs",NA,NA,"","","","",""
"1171","5239-5",1449258364397,42,"subSuperTrial","distr33","hummingBird","target",3,3,"bird","animal","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",4,2,NA,"furniture","wardrobe","distrClass3",2,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"humming bird","","1449258361968","humming bird","False","False","False","hummingBird",NA,NA,"","","","",""
"1172","5239-5",1449258370250,43,"subSuperTrial","distr23","goldFish","target",4,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",3,4,NA,"plant","squirrel","distrClass2",2,2,NA,"animal",1,1,0,"goldfish","","1449258368581","goldfish","False","False","False","goldFish",NA,NA,"","","","",""
"1173","5239-5",1449258380033,44,"subSuperTrial","distr22","grizzlyBear","target",4,3,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,2,NA,"animal","rabbit","distrClass2",3,4,NA,"animal",1,1,0,"bear","","1449258373435","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1175","5239-5",1449258400105,46,"subSuperTrial","distr23","diningTable","target",2,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass2",4,2,NA,"furniture",1,1,0,"coffee table","","1449258396425","coffee table","False","False","False","diningTable",NA,NA,"","","","",""
"1176","5239-5",1449258409060,47,"subSuperTrial","distr22","dalmatian","target",3,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"snake","distrClass2",4,3,NA,"animal",1,1,0,"dalmation","","1449258404735","dalmation","False","False","False","dalmatian",NA,NA,"","","","",""
"1179","5239-5",1449258437055,50,"subSuperTrial","distr33","bedsideTable","target",3,2,"table","furniture","crocodile","distrClass3",2,4,NA,"animal","elephant","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"nightstand","","1449258434877","nightstand","False","False","False","bedsideTable",NA,NA,"","","","",""
"1180","5239-5",1449258445237,51,"subSuperTrial","distr22","germanShepherd","target",4,3,"dog","animal","chick","distrClass2",2,2,NA,"animal","rhino","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"german shepard","","1449258442942","german shepard","False","False","False","germanShepherd",NA,NA,"","","","",""
"1182","5239-5",1449258462531,53,"subSuperTrial","distr23","minivan","target",3,3,"car","vehicle","train","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",2,4,NA,"animal",1,1,0,"car","","1449258460261","car","False","False","False","minivan",NA,NA,"","","","",""
"1186","5239-5",1449258493987,57,"subSuperTrial","distr12","skittles","target",4,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",3,3,"candy","snack","pretzels","distrClass2",2,4,NA,"snack",1,1,0,"skittles","","1449258491271","skittles","False","False","True","skittles",NA,NA,"","","","",""
"1191","5239-5",1449258533610,62,"subSuperTrial","distr23","eagle","target",2,3,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",3,2,NA,"animal","socks","distrClass3",4,4,NA,"clothing",1,1,0,"eagle","","1449258531713","eagle","False","False","True","eagle",NA,NA,"","","","",""
"1192","5239-5",1449258542340,63,"subSuperTrial","distr23","suv","target",3,4,"car","vehicle","squirrel","distrClass3",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"train","distrClass2",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449258540240","car","False","False","False","suv",NA,NA,"","","","",""
"1194","5239-5",1449258558387,65,"subSuperTrial","distr12","pandaBear","target",4,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",2,3,NA,"animal","koalaBear","distrClass1",3,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"panda","","1449258556277","panda","False","False","False","pandaBear",NA,NA,"","","","",""
"1195","5239-5",1449258565471,66,"subSuperTrial","distr22","pigeon","target",3,4,"bird","animal","sheep","distrClass2",2,2,NA,"animal","rhino","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1449258563039","bird","False","False","False","pigeon",NA,NA,"","","","",""
"1197","5239-5",1449258581777,68,"subSuperTrial","distr23","dressShirt","target",4,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"train","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",3,2,NA,"clothing",1,1,0,"blue shirt","","1449258577521","blue shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"1199","5239-5",1449258599489,70,"subSuperTrial","distr12","husky","target",2,2,"dog","animal","snake","distrClass2",3,3,NA,"animal","greyhound","distrClass1",4,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"husky","","1449258596549","husky","False","False","True","husky",NA,NA,"","","","",""
"1200","5239-5",1449258606131,71,"subSuperTrial","distr22","sportsCar","target",4,3,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",2,4,NA,"vehicle","firetruck","distrClass2",3,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449258604322","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1201","5239-5",1449258613162,72,"subSuperTrial","distr23","poloShirt","target",3,3,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",4,4,NA,"furniture",1,1,0,"blue shirt","","1449258610399","blue shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"1205","2195-2",1449255925878,4,"subSuperTrial","distr33","goldFish","target",3,3,"fish","animal","lamp","distrClass3",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass3",2,2,NA,"furniture",1,1,0,"FISH","","1449255924835","FISH","False","False","False","goldFish",NA,NA,"","","","",""
"1206","2195-2",1449255930687,5,"subSuperTrial","distr22","tShirt","target",2,4,"shirt","clothing","socks","distrClass2",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass2",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"SHIRT","","1449255929528","SHIRT","False","False","False","tShirt",NA,NA,"","","","",""
"1209","2195-2",1449255948663,8,"subSuperTrial","distr33","eagle","target",2,3,"bird","animal","ivy","distrClass3",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",3,4,NA,"plant",1,1,0,"EAGLE","","1449255947554","EAGLE","False","False","True","eagle",NA,NA,"","","","",""
"1211","2195-2",1449255960375,10,"subSuperTrial","distr12","minivan","target",4,2,"car","vehicle","sedan","distrClass1",3,4,"car","vehicle","ambulance","distrClass2",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"WHITE VAN","","1449255958732","WHITE VAN","False","False","False","minivan",NA,NA,"","","","",""
"1213","2195-2",1449255972614,12,"subSuperTrial","distr23","hawaiiShirt","target",4,3,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass3",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"socks","distrClass2",3,2,NA,"clothing",1,1,0,"SHIRT","","1449255971483","SHIRT","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1215","2195-2",1449255984160,14,"subSuperTrial","distr23","diningTable","target",3,4,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bed","distrClass2",4,3,NA,"furniture","elephant","distrClass3",2,2,NA,"animal",1,1,0,"TABLE","","1449255982963","TABLE","False","False","False","diningTable",NA,NA,"","","","",""
"1216","2195-2",1449255989733,15,"subSuperTrial","distr33","clownFish","target",3,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass3",2,3,NA,"plant","dress","distrClass3",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"FISH","","1449255988576","FISH","False","False","False","clownFish",NA,NA,"","","","",""
"1217","2195-2",1449255994463,16,"subSuperTrial","distr12","rose","target",3,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",2,3,"flower","plant","ivy","distrClass2",4,2,NA,"plant",1,1,0,"ROSE","","1449255993395","ROSE","False","False","True","rose",NA,NA,"","","","",""
"1218","2195-2",1449256001135,17,"subSuperTrial","distr12","husky","target",2,2,"dog","animal","greyhound","distrClass1",3,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"chick","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"WOLF","","1449255999818","WOLF","False","False","False","husky",NA,NA,"","","","",""
"1220","2195-2",1449256011912,19,"subSuperTrial","distr23","blackBear","target",2,3,"bear","animal","cow","distrClass2",3,4,NA,"animal","bed","distrClass3",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"BEAR","","1449256010756","BEAR","False","False","False","blackBear",NA,NA,"","","","",""
"1221","2195-2",1449256021304,20,"subSuperTrial","distr22","poloShirt","target",4,4,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"dress","distrClass2",3,3,NA,"clothing",1,1,0,"POLO SHIRT","","1449256020080","POLO SHIRT","False","False","False","poloShirt",NA,NA,"","","","",""
"1223","2195-2",1449256032633,22,"subSuperTrial","distr23","grizzlyBear","target",3,2,"bear","animal","lamp","distrClass3",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",4,4,NA,"animal",1,1,0,"BEAR","","1449256031021","BEAR","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1224","2195-2",1449256039984,23,"subSuperTrial","distr12","suv","target",2,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"sedan","distrClass1",3,3,"car","vehicle","ambulance","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"WHITE SUV","","1449256037613","WHITE SUV","False","False","True","suv",NA,NA,"","","","",""
"1226","2195-2",1449256051944,25,"subSuperTrial","distr33","mnMs","target",2,4,"candy","snack","crocodile","distrClass3",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass3",3,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"M&M","","1449256050860","M&M","False","False","False","mnMs",NA,NA,"","","","",""
"1229","2195-2",1449256071688,28,"subSuperTrial","distr22","dressShirt","target",2,4,"shirt","clothing","socks","distrClass2",4,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"gloves","distrClass2",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"SHIRT","","1449256070363","SHIRT","False","False","False","dressShirt",NA,NA,"","","","",""
"1230","2195-2",1449256078265,29,"subSuperTrial","distr23","dalmatian","target",3,4,"dog","animal","rhino","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",4,2,NA,"vehicle",1,1,0,"DOG","","1449256076646","DOG","False","False","False","dalmatian",NA,NA,"","","","",""
"1231","2195-2",1449256082824,30,"subSuperTrial","distr22","tulip","target",3,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass2",2,2,NA,"plant","grasses","distrClass2",4,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"ROSE","","1449256081312","ROSE","False","False","False","tulip",NA,NA,"","","","",""
"1233","2195-2",1449256094128,32,"subSuperTrial","distr22","picnicTable","target",2,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",4,2,NA,"furniture","bookcase","distrClass2",3,4,NA,"furniture",1,1,0,"PICNIC TABLE","","1449256092646","PICNIC TABLE","False","False","False","picnicTable",NA,NA,"","","","",""
"1234","2195-2",1449256103098,33,"subSuperTrial","distr22","pandaBear","target",3,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"squirrel","distrClass2",2,2,NA,"animal","sheep","distrClass2",4,3,NA,"animal",1,1,0,"BEAR","","1449256101486","BEAR","False","False","False","pandaBear",NA,NA,"","","","",""
"1236","2195-2",1449256118360,35,"subSuperTrial","distr23","polarBear","target",2,2,"bear","animal","blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",3,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",4,4,NA,"animal",1,1,0,"POLAR BEAR","","1449256115690","POLAR BEAR","False","False","False","polarBear",NA,NA,"","","","",""
"1242","2195-2",1449256159329,41,"subSuperTrial","distr12","daisy","target",3,4,"flower","plant","pottedPlant","distrClass2",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lily","distrClass1",4,2,"flower","plant",1,1,0,"DAISY","","1449256157044","DAISY","False","False","True","daisy",NA,NA,"","","","",""
"1243","2195-2",1449256169200,42,"subSuperTrial","distr12","germanShepherd","target",4,4,"dog","animal","sheep","distrClass2",3,3,NA,"animal","greyhound","distrClass1",2,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"SMALLER DOG","","1449256166169","SMALLER DOG","False","False","False","germanShepherd",NA,NA,"","","","",""
"1246","2195-2",1449256189985,45,"subSuperTrial","distr33","gummyBears","target",4,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"train","distrClass3",3,2,NA,"vehicle","squirrel","distrClass3",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"GUMMIE BEARS","","1449256188937","GUMMIE BEARS","False","False","False","gummyBears",NA,NA,"","","","",""
"1252","2195-2",1449256226265,51,"subSuperTrial","distr12","bedsideTable","target",2,2,"table","furniture","sideTable","distrClass1",4,4,"table","furniture","wardrobe","distrClass2",3,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"DRAWERS","","1449256223663","DRAWERS","False","False","False","bedsideTable",NA,NA,"","","","",""
"1253","2195-2",1449256231361,52,"subSuperTrial","distr23","sportsCar","target",4,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass2",3,2,NA,"vehicle","squirrel","distrClass3",2,3,NA,"animal",1,1,0,"CAR","","1449256230040","CAR","False","False","False","sportsCar",NA,NA,"","","","",""
"1255","2195-2",1449256244329,54,"subSuperTrial","distr12","sunflower","target",2,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",4,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",3,3,NA,"plant",1,1,0,"SUNFLOWER","","1449256242424","SUNFLOWER","False","False","True","sunflower",NA,NA,"","","","",""
"1256","2195-2",1449256250169,55,"subSuperTrial","distr22","parrot","target",4,3,"bird","animal","snake","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cow","distrClass2",3,4,NA,"animal",1,1,0,"PARROT","","1449256249208","PARROT","False","False","True","parrot",NA,NA,"","","","",""
"1263","2195-2",1449256302649,62,"subSuperTrial","distr33","hummingBird","target",3,3,"bird","animal","grasses","distrClass3",4,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chips","distrClass3",2,2,NA,"snack",1,1,0,"HUMMIONGBIRD","","1449256301671","HUMMIONGBIRD","False","False","False","hummingBird",NA,NA,"","","","",""
"1264","2195-2",1449256308474,63,"subSuperTrial","distr22","skittles","target",2,2,"candy","snack","chips","distrClass2",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",4,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"SKITTLES","","1449256307007","SKITTLES","False","False","True","skittles",NA,NA,"","","","",""
"1265","2195-2",1449256314121,64,"subSuperTrial","distr33","catfish","target",4,3,"fish","animal","dress","distrClass3",2,4,NA,"clothing","pretzels","distrClass3",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"FISH","","1449256313089","FISH","False","False","False","catfish",NA,NA,"","","","",""
"1267","2195-2",1449256326578,66,"subSuperTrial","distr23","coffeeTable","target",3,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",2,3,NA,"animal",1,1,0,"TABLE","","1449256325295","TABLE","False","False","False","coffeeTable",NA,NA,"","","","",""
"1269","2195-2",1449256338314,68,"subSuperTrial","distr33","swordFish","target",4,3,"fish","animal","gloves","distrClass3",3,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"train","distrClass3",2,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"FISH","","1449256337312","FISH","False","False","False","swordFish",NA,NA,"","","","",""
"1270","2195-2",1449256345621,69,"subSuperTrial","distr22","pug","target",4,3,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",3,4,NA,"animal","rabbit","distrClass2",2,2,NA,"animal",1,1,0,"CONFUSED DOG","","1449256344546","CONFUSED DOG","False","False","False","pug",NA,NA,"","","","",""
"1271","2195-2",1449256352818,70,"subSuperTrial","distr33","convertible","target",4,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"lobster","distrClass3",2,3,NA,"animal","socks","distrClass3",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"CAR","","1449256351825","CAR","False","False","False","convertible",NA,NA,"","","","",""
"1272","2195-2",1449256360994,71,"subSuperTrial","distr23","jellyBeans","target",3,4,"candy","snack","blackStimulus",NA,5,5,NA,NA,"train","distrClass3",4,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass2",2,3,NA,"snack",1,1,0,"JELLY BEANS","","1449256360017","JELLY BEANS","False","False","False","jellyBeans",NA,NA,"","","","",""
"1273","2195-2",1449256376883,72,"subSuperTrial","distr12","pigeon","target",3,4,"bird","animal","sparrow","distrClass1",2,2,"bird","animal","crocodile","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"PIGEON","","1449256375146","PIGEON","False","False","True","pigeon",NA,NA,"","","","",""
"1274","3504-8",1449258550733,1,"subSuperTrial","distr22","tulip","target",2,2,"flower","plant","pottedPlant","distrClass2",4,3,NA,"plant","rosemary","distrClass2",3,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"flower","","1449258547478","flower","False","False","False","tulip",NA,NA,"","","","",""
"1275","3504-8",1449258557877,2,"subSuperTrial","distr33","sunflower","target",4,2,"flower","plant","blackStimulus",NA,5,5,NA,NA,"train","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass3",3,4,NA,"animal",1,1,0,"flower","","1449258556458","flower","False","False","False","sunflower",NA,NA,"","","","",""
"1276","3504-8",1449258569140,3,"subSuperTrial","distr23","rose","target",4,2,"flower","plant","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",2,4,NA,"plant",1,1,0,"flower!","","1449258567697","flower!","False","False","False","rose",NA,NA,"","","","",""
"1277","3504-8",1449258578596,4,"subSuperTrial","distr23","gummyBears","target",4,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,4,NA,"furniture","pretzels","distrClass2",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"gummi bears","","1449258576615","gummi bears","False","False","False","gummyBears",NA,NA,"","","","",""
"1282","3504-8",1449258624365,9,"subSuperTrial","distr22","bedsideTable","target",3,4,"table","furniture","lamp","distrClass2",2,2,NA,"furniture","bed","distrClass2",4,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1449258622811","table","False","False","False","bedsideTable",NA,NA,"","","","",""
