,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,noLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
475,8430-f,1450000000000,71,subSuperTrial,distr22,parrot,target,2,4,bird,animal,rhino,distrClass2,3,3,NA,animal,snake,distrClass2,4,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
476,0198-d,1450000000000,43,subSuperTrial,distr22,pandaBear,target,3,2,bear,animal,rhino,distrClass2,4,4,NA,animal,snake,distrClass2,2,3,NA,animal,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
477,4842-f,1450000000000,36,subSuperTrial,distr22,dressShirt,target,4,2,shirt,clothing,dress,distrClass2,3,3,NA,clothing,socks,distrClass2,2,4,NA,clothing,1,1,0,formal wear for guy,,1450000000000,formal wear for guy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
478,3695-5,1450000000000,18,subSuperTrial,distr22,dressShirt,target,2,2,shirt,clothing,dress,distrClass2,3,3,NA,clothing,socks,distrClass2,4,4,NA,clothing,1,1,0,men's shirt,,1450000000000,men's shirt,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
479,7111-e,1450000000000,51,subSuperTrial,distr22,germanShepherd,target,2,2,dog,animal,bison,distrClass2,3,4,NA,animal,squirrel,distrClass2,4,3,NA,animal,1,1,0,bark,,1450000000000,bark,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
480,4452-5,1450000000000,63,subSuperTrial,distr22,eagle,target,2,3,bird,animal,bison,distrClass2,4,2,NA,animal,squirrel,distrClass2,3,4,NA,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
481,2919-a,1450000000000,72,subSuperTrial,distr22,husky,target,4,3,dog,animal,chick,distrClass2,3,4,NA,animal,squirrel,distrClass2,2,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
482,2919-a,1450000000000,6,subSuperTrial,distr22,convertible,target,4,3,car,vehicle,ambulance,distrClass2,2,2,NA,vehicle,train,distrClass2,3,4,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
484,4517-f,1450000000000,50,subSuperTrial,distr22,picnicTable,target,2,4,table,furniture,bed,distrClass2,3,3,NA,furniture,wardrobe,distrClass2,4,2,NA,furniture,1,1,0,bench,,1450000000000,bench,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,picnicTable,NA,NA,NA,NA,NA,
485,6456-4,1450000000000,18,subSuperTrial,distr22,diningTable,target,4,3,table,furniture,bookcase,distrClass2,2,2,NA,furniture,wardrobe,distrClass2,3,4,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
486,6456-4,1450000000000,59,subSuperTrial,distr23,germanShepherd,target,3,4,dog,animal,lion,distrClass2,2,3,NA,animal,ambulance,distrClass3,4,2,NA,vehicle,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
487,7830-a,1450000000000,49,subSuperTrial,distr23,sportsCar,target,2,2,car,vehicle,lion,distrClass3,3,3,NA,animal,ambulance,distrClass2,4,4,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sportsCar,NA,NA,NA,NA,NA,
488,7830-a,1450000000000,55,subSuperTrial,distr23,polarBear,target,2,2,bear,animal,rhino,distrClass2,4,4,NA,animal,ambulance,distrClass3,3,3,NA,vehicle,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
490,6456-4,1450000000000,16,subSuperTrial,distr23,suv,target,4,4,car,vehicle,sheep,distrClass3,3,2,NA,animal,ambulance,distrClass2,2,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
491,3293-5,1450000000000,66,subSuperTrial,distr23,dressShirt,target,3,3,shirt,clothing,ambulance,distrClass3,4,4,NA,vehicle,bathrobe,distrClass2,2,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
492,8684-3,1450000000000,25,subSuperTrial,distr23,hawaiiShirt,target,4,3,shirt,clothing,bison,distrClass3,3,2,NA,animal,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,hawaiian,,1450000000000,hawaiian,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
493,6456-4,1450000000000,24,subSuperTrial,distr23,goldFish,target,3,4,fish,animal,bison,distrClass2,4,3,NA,animal,bathrobe,distrClass3,2,2,NA,clothing,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
494,1223-7,1450000000000,44,subSuperTrial,distr23,tShirt,target,3,2,shirt,clothing,rhino,distrClass3,4,3,NA,animal,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,blue tshirt,,1450000000000,blue tshirt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
495,8286-0,1450000000000,26,subSuperTrial,distr23,tShirt,target,4,4,shirt,clothing,grasses,distrClass3,3,3,NA,plant,bathrobe,distrClass2,2,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
496,9551-7,1450000000000,9,subSuperTrial,distr23,pug,target,2,4,dog,animal,kitten,distrClass2,4,2,NA,animal,bathrobe,distrClass3,3,3,NA,clothing,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
498,1223-7,1450000000000,71,subSuperTrial,distr23,poloShirt,target,3,3,shirt,clothing,pretzels,distrClass3,4,2,NA,snack,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,polo,,1450000000000,polo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
499,9807-5,1450000000000,2,subSuperTrial,distr23,convertible,target,4,2,car,vehicle,firetruck,distrClass2,2,3,NA,vehicle,bathrobe,distrClass3,3,4,NA,clothing,1,1,0,the race car!,,1450000000000,the race car!,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,convertible,NA,NA,NA,NA,NA,
500,8430-f,1450000000000,2,subSuperTrial,distr23,dressShirt,target,3,2,shirt,clothing,horse,distrClass3,4,3,NA,animal,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
501,5934-3,1450000000000,38,subSuperTrial,distr23,eagle,target,3,2,bird,animal,pig,distrClass2,2,4,NA,animal,bathrobe,distrClass3,4,3,NA,clothing,3,2,1,crushing disappointment___bald eagle,ooo yeah.~~~~~~,1449261550235___1449261556851___1449261557767,crushing disappointment,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
502,3695-5,1450000000000,64,subSuperTrial,distr23,diningTable,target,4,3,table,furniture,wardrobe,distrClass2,2,4,NA,furniture,bathrobe,distrClass3,3,2,NA,clothing,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
503,5076-0,1450000000000,46,subSuperTrial,distr23,bedsideTable,target,4,2,table,furniture,ambulance,distrClass3,3,4,NA,vehicle,bed,distrClass2,2,3,NA,furniture,1,1,0,Nightstand,,1450000000000,Nightstand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
504,3695-5,1450000000000,2,subSuperTrial,distr23,pandaBear,target,4,4,bear,animal,horse,distrClass2,2,3,NA,animal,bed,distrClass3,3,2,NA,furniture,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
505,2919-a,1450000000000,25,subSuperTrial,distr23,bedsideTable,target,2,2,table,furniture,dress,distrClass3,4,4,NA,clothing,bed,distrClass2,3,3,NA,furniture,1,1,0,end table,,1450000000000,end table,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
506,8286-0,1450000000000,60,subSuperTrial,distr23,parrot,target,2,2,bird,animal,pig,distrClass2,4,3,NA,animal,bed,distrClass3,3,4,NA,furniture,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
507,6456-4,1450000000000,15,subSuperTrial,distr23,hummingBird,target,3,3,bird,animal,bookcase,distrClass3,4,2,NA,furniture,bison,distrClass2,2,4,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
509,2919-a,1450000000000,56,subSuperTrial,distr23,grizzlyBear,target,4,2,bear,animal,elephant,distrClass2,3,4,NA,animal,ambulance,distrClass3,2,3,NA,vehicle,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,grizzlyBear,NA,NA,NA,NA,NA,
510,4393-a,1450000000000,20,subSuperTrial,distr23,poloShirt,target,3,3,shirt,clothing,cookies,distrClass3,4,2,NA,snack,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,Blue shirt,,1450000000000,Blue shirt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
511,1223-7,1450000000000,62,subSuperTrial,distr23,parrot,target,4,3,bird,animal,iguana,distrClass2,2,2,NA,animal,bathrobe,distrClass3,3,4,NA,clothing,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
512,3695-5,1450000000000,23,subSuperTrial,distr23,convertible,target,3,2,car,vehicle,train,distrClass2,4,4,NA,vehicle,bathrobe,distrClass3,2,3,NA,clothing,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
515,1223-7,1450000000000,2,subSuperTrial,distr23,hummingBird,target,2,3,bird,animal,chick,distrClass2,4,2,NA,animal,bed,distrClass3,3,4,NA,furniture,1,1,0,The flying animal,,1450000000000,The flying animal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,hummingBird,NA,NA,NA,NA,NA,
516,4517-f,1450000000000,19,subSuperTrial,distr23,germanShepherd,target,4,4,dog,animal,pig,distrClass2,3,2,NA,animal,bed,distrClass3,2,3,NA,furniture,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
517,9807-5,1450000000000,52,subSuperTrial,distr23,grizzlyBear,target,3,3,bear,animal,sheep,distrClass2,2,4,NA,animal,bed,distrClass3,4,2,NA,furniture,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,grizzlyBear,NA,NA,NA,NA,NA,
518,9807-5,1450000000000,70,subSuperTrial,distr23,diningTable,target,4,2,table,furniture,snake,distrClass3,3,3,NA,animal,bed,distrClass2,2,4,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
519,8258-f,1450000000000,64,subSuperTrial,distr23,convertible,target,2,4,car,vehicle,firetruck,distrClass2,3,3,NA,vehicle,bison,distrClass3,4,2,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
520,3158-b,1450000000000,32,subSuperTrial,distr23,poloShirt,target,3,4,shirt,clothing,socks,distrClass2,2,2,NA,clothing,bison,distrClass3,4,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
521,4393-a,1450000000000,42,subSuperTrial,distr23,coffeeTable,target,2,4,table,furniture,bookcase,distrClass2,3,3,NA,furniture,bison,distrClass3,4,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,coffeeTable,NA,NA,NA,NA,NA,
522,5512-7,1450000000000,44,subSuperTrial,distr23,coffeeTable,target,2,2,table,furniture,wardrobe,distrClass2,3,4,NA,furniture,bison,distrClass3,4,3,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,coffeeTable,NA,NA,NA,NA,NA,
523,4393-a,1450000000000,52,subSuperTrial,distr23,parrot,target,2,3,bird,animal,cow,distrClass2,3,4,NA,animal,ambulance,distrClass3,4,2,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
524,5628-2,1450000000000,35,subSuperTrial,distr23,hawaiiShirt,target,2,2,shirt,clothing,lamp,distrClass3,3,4,NA,furniture,bathrobe,distrClass2,4,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
525,2195-2,1450000000000,19,subSuperTrial,distr23,blackBear,target,2,3,bear,animal,cow,distrClass2,3,4,NA,animal,bed,distrClass3,4,2,NA,furniture,1,1,0,BEAR,,1450000000000,BEAR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
526,4517-f,1450000000000,34,subSuperTrial,distr23,bedsideTable,target,2,3,table,furniture,horse,distrClass3,3,4,NA,animal,bed,distrClass2,4,2,NA,furniture,1,1,0,chest,,1450000000000,chest,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
527,4393-a,1450000000000,55,subSuperTrial,distr23,mnMs,target,3,4,candy,snack,pretzels,distrClass2,4,3,NA,snack,chick,distrClass3,2,2,NA,animal,1,1,0,m&ms,,1450000000000,m&ms,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,mnMs,NA,NA,NA,NA,NA,
528,8286-0,1450000000000,49,subSuperTrial,distr23,sunflower,target,3,4,flower,plant,rosemary,distrClass2,4,3,NA,plant,cookies,distrClass3,2,2,NA,snack,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
530,3293-5,1450000000000,59,subSuperTrial,distr23,parrot,target,4,2,bird,animal,sheep,distrClass2,3,3,NA,animal,dress,distrClass3,2,4,NA,clothing,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
531,5628-2,1450000000000,25,subSuperTrial,distr23,jellyBeans,target,3,2,candy,snack,cookies,distrClass2,2,4,NA,snack,firetruck,distrClass3,4,3,NA,vehicle,1,1,0,jellybeans,,1450000000000,jellybeans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
532,1223-7,1450000000000,13,subSuperTrial,distr23,sportsCar,target,3,2,car,vehicle,cookies,distrClass3,4,4,NA,snack,firetruck,distrClass2,2,3,NA,vehicle,1,1,0,the silver car,,1450000000000,the silver car,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,sportsCar,NA,NA,NA,NA,NA,
533,8430-f,1450000000000,9,subSuperTrial,distr23,tulip,target,2,4,flower,plant,rosemary,distrClass2,3,2,NA,plant,lamp,distrClass3,4,3,NA,furniture,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
534,5512-7,1450000000000,55,subSuperTrial,distr23,hummingBird,target,4,4,bird,animal,chips,distrClass3,2,3,NA,snack,lion,distrClass2,3,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
535,8258-f,1450000000000,35,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,dress,distrClass2,4,2,NA,clothing,lion,distrClass3,3,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
536,9807-5,1450000000000,12,subSuperTrial,distr23,sunflower,target,2,3,flower,plant,pottedPlant,distrClass2,3,2,NA,plant,lion,distrClass3,4,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
537,8430-f,1450000000000,60,subSuperTrial,distr23,minivan,target,3,2,car,vehicle,pretzels,distrClass3,4,3,NA,snack,motorcycle,distrClass2,2,4,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,minivan,NA,NA,NA,NA,NA,
538,0198-d,1450000000000,45,subSuperTrial,distr23,hummingBird,target,3,4,bird,animal,pretzels,distrClass3,2,3,NA,snack,pig,distrClass2,4,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
539,5628-2,1450000000000,57,subSuperTrial,distr23,parrot,target,4,4,bird,animal,rosemary,distrClass3,2,2,NA,plant,pig,distrClass2,3,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
540,9807-5,1450000000000,21,subSuperTrial,distr23,parrot,target,4,3,bird,animal,elephant,distrClass2,2,4,NA,animal,popcorn,distrClass3,3,2,NA,snack,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
541,7111-e,1450000000000,33,subSuperTrial,distr23,gummyBears,target,2,4,candy,snack,ambulance,distrClass3,3,2,NA,vehicle,pretzels,distrClass2,4,3,NA,snack,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,gummyBears,NA,NA,NA,NA,NA,
543,5628-2,1450000000000,44,subSuperTrial,distr23,dressShirt,target,3,2,shirt,clothing,gloves,distrClass2,2,4,NA,clothing,pretzels,distrClass3,4,3,NA,snack,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
544,4393-a,1450000000000,33,subSuperTrial,distr23,skittles,target,3,4,candy,snack,grasses,distrClass3,4,3,NA,plant,pretzels,distrClass2,2,2,NA,snack,1,1,0,M&M like candy with an S on them,,1450000000000,M&M like candy with an S on them,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
545,9551-7,1450000000000,35,subSuperTrial,distr23,hawaiiShirt,target,2,4,shirt,clothing,socks,distrClass2,4,2,NA,clothing,pretzels,distrClass3,3,3,NA,snack,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
546,5934-3,1450000000000,61,subSuperTrial,distr23,daisy,target,3,4,flower,plant,horse,distrClass3,2,3,NA,animal,rosemary,distrClass2,4,2,NA,plant,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
547,8258-f,1450000000000,37,subSuperTrial,distr23,pigeon,target,2,2,bird,animal,pig,distrClass2,3,4,NA,animal,rosemary,distrClass3,4,3,NA,plant,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
550,4452-5,1450000000000,52,subSuperTrial,distr23,daisy,target,3,2,flower,plant,grasses,distrClass2,4,4,NA,plant,snake,distrClass3,2,3,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
551,4842-f,1450000000000,29,subSuperTrial,distr23,sunflower,target,3,2,flower,plant,pottedPlant,distrClass2,2,4,NA,plant,socks,distrClass3,4,3,NA,clothing,1,1,0,sunniest plant,,1450000000000,sunniest plant,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
552,3293-5,1450000000000,34,subSuperTrial,distr23,pigeon,target,3,4,bird,animal,kitten,distrClass2,2,2,NA,animal,train,distrClass3,4,3,NA,vehicle,1,1,0,pigeon,,1450000000000,pigeon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
553,8258-f,1450000000000,14,subSuperTrial,distr23,blackBear,target,4,4,bear,animal,rabbit,distrClass2,3,2,NA,animal,train,distrClass3,2,3,NA,vehicle,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
